index,keyword_text,esi_1_count,esi_2_count,esi_3_count,esi_4_count,esi_5_count,sample_size,haf,mode_esi_raw,base_esi,is_red_flag,risk_tier,resource_estimate,high_acuity_pct
2868,buttock,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
9093,l back flank pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
20863,vomiting alcohol intoxication,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
9092,l back,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
16807,right eye vision changes,2,0,0,0,0,2,1.0,1,2,True,high,3,100.0
968,alerted mental status,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
16806,right eye vision change,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
6712,foreign body left ear,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
6275,fever neutropenic,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
14917,r ear hearing loss,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
13546,pain in neck,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
8894,jerking movements,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
11845,manic episode,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
16919,right groin hematoma,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
8896,jittery,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16534,rib fracture s,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
16914,right great toe swelling,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6203,fever confusion,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
2765,brow laceration,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
8916,jp drain fell out,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6745,foreign body stuck in throat,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
16910,right great toe infection,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
707,accidental,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
9156,l clavicle fracture,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16537,rib fxs,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
16538,rib injury,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6213,fever diahrrea,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
19436,swelling face,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
1059,altered metal status,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
6190,fever chest pain,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
2912,c p alcohol intoxication,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
2917,c p htn,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
11836,mandibular infection,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
9174,l ear infection,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
1072,am,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
9172,l ear foreign body,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
20610,urological,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
6177,fever abnormal labs,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
6758,forgetful,1,0,1,0,0,2,0.5,1,2,True,high,3,50.0
1069,altered speech,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
9168,l ear blockage,0,0,0,1,1,2,0.0,4,4,False,mode_based,1,0.0
14742,r 3rd digit pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
11839,mania paranoia,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
6756,forgein body,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
16527,rheum consult,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
6188,fever bodyaches,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
12429,nausea shortness breath,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
12847,needs rabies vaccine,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
16903,right forearm laceration,0,1,0,1,0,2,0.5,2,2,True,high,3,50.0
20644,v.b.,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
8173,hypotension bradycardia,2,0,0,0,0,2,1.0,1,2,True,high,3,100.0
2767,brown urine,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
15541,r o ileus,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
21380,wrist lacs,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
16871,right foot ankle pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
10893,left side hip pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6259,fever low sat,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
8913,jp drain dislodged,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6262,fever ms changes,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
14770,r ankle foot pain,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
16866,right flank right abdominal pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
13536,pain in hands,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
12832,needs picc replaced,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
2890,c 1 fracture,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
16863,right flank pain vomiting,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
16880,right foot gangrene,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
19328,superpubic pain,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
14927,r ear pressure,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
9140,l cheek swelling,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
11852,maroon stool,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
12024,mets,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
14926,r ear pain st,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
8903,joint pain swelling,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16895,right foot swollen,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
10884,left side back pain,1,0,1,0,0,2,0.5,1,2,True,high,3,50.0
6731,foreign body right arm,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
20637,v dehydration,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6234,fever headache neck pain,1,0,1,0,0,2,0.5,1,2,True,high,3,50.0
6729,foreign body rectum,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
30,2nd rabies shot,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
6727,foreign body r foot,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
12839,needs prescription,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
1034,altered m.s,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
6241,fever hypoxia,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
12800,needs med refill,0,1,0,0,1,2,0.5,2,2,True,high,3,50.0
14809,r arm infx,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16777,right eye disturbance,2,0,0,0,0,2,1.0,1,2,True,high,3,100.0
11991,menstral cramps,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
20774,vesicular rash,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
19391,sutures bleeding,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
847,ah suicidal ideation,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
6519,flank pain hematuria,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
20824,visual disturb,1,0,1,0,0,2,0.5,1,2,True,high,3,50.0
20776,vh ah,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
12774,needs g tube replaced,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
8998,l 5th finger injury,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6491,fistula blocked,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
19406,swallowed foreign object,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
8996,l 5th digit injury,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
14857,r breast cellulitis,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
12749,needs cards,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
11986,memory issues,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
16670,right breast lump,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16669,right breast infection,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
9005,l ankle,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
11993,menstrual bleeding,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
9007,l ankle cellulitis,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6510,flank abdominal pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
767,acute psychosis,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
6496,fistula infection,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
11950,medication,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
860,airway edema,2,0,0,0,0,2,1.0,1,2,True,high,3,100.0
859,airway,2,0,0,0,0,2,1.0,1,2,True,high,3,100.0
6500,fistula not working,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
772,adb pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
9010,l ankle infection,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
19407,swallowed knife,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
16693,right calf redness,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6505,fistula ulcer,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
8957,knee hip pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
12746,needs blood transfusion,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
9008,l ankle deformity,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
850,aicd,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
19404,swallowed fish bone,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
14859,r breast hematoma,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6537,flu b,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
6561,foley blockage,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
19398,sw,1,0,0,1,0,2,0.5,1,2,True,high,3,50.0
6597,food poisoning,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6569,foley cath pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6570,foley cath problem,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
14874,r calf laceration,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6572,foley catheter,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
810,afib transfer,1,0,1,0,0,2,0.5,1,2,True,high,3,50.0
794,adominal pain,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
12758,needs ct scan,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
20812,visual changes left eye,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
16637,right arm reddening,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6591,foley replacement,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
19403,swallowed credit card,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
20807,vison changes,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
20808,visual change,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
20799,vision disturbance,1,0,1,0,0,2,0.5,1,2,True,high,3,50.0
12760,needs cta,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
20817,visual changes right eye,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
6559,focal seizures,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
2816,burn hand,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
14861,r breast lump,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
12769,needs feeding tube replaced,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16628,right arm pain s p fall,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
2804,bun,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
6606,foot cold,1,0,1,0,0,2,0.5,1,2,True,high,3,50.0
16661,right big toe pain,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
16630,right arm pain swelling,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
16659,right back,1,0,1,0,0,2,0.5,1,2,True,high,3,50.0
6551,fluid in ears,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
20815,visual changes resolved,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
14883,r carotid aneurysm,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
6602,foot ankle injury,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
12761,needs detox,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
16633,right arm paralysis,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
10940,left sided heaviness,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
862,airway obstruction,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
2850,burning on urination,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16595,right arm abscess,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
6412,finger dislocation,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
16759,right elbow dislocation,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
16758,right elbow cellulitis,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
12011,metabolic acidosis,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
740,acute appendicitis,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
741,acute appy,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
20740,varicose vein bleeding,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
20848,vomiitng,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
14890,r chest,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
8944,kidney stone pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16600,right arm cast,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
19375,surgical site pain,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
6432,finger larceration,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
13517,pain everywhere,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
896,alcohol intoxication difficulty ambulating,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
9049,l arm numbness tingling,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
8133,hypetension,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
12794,needs lovenox,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
16763,right elbow infection,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
12417,nausea near syncope,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16775,right eye blurry vision,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16774,right eye blurriness,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
6389,fibromyalgia,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
12798,needs med clearance,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6391,fibula fracture,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
735,active labor,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
16587,right ankle infection,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
20723,vaginal odor,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
20856,vomited x 1,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
925,alcohol intoxication listerine,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
2790,bulimia,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
920,alcohol intoxication laceration,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
8939,kidney infection,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
915,alcohol intoxication ingestion,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6405,finger burns,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
20751,vasogenic edema,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
8139,hypoglyceamia,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
16742,right ear hearing loss,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
877,alcohol intoxication agitation,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
14895,r clavicle fracture,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16719,right clavicle pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16718,right clavicle injury,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
2827,burn r hand,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
871,alcohol intoxication abdominal pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6475,fish hook in finger,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
760,acute on chronic back pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
14841,r axilla abcess,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
13504,pain both legs,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
20765,vertebral artery dissection,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
11948,medical equiptment malfunction,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
763,acute onset dizziness,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
866,alcohol abuse,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
865,al,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
16614,right arm infection,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
8140,hypoglyceamic,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
2829,burn right arm,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
16741,right ear foreign body,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
20840,voice change,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
16604,right arm dvt,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
14829,r arm pins,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
6644,forearm fracture,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
13514,pain controll,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
9041,l arm infx,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16734,right ear bleeding,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
19381,surgical wound redness,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16732,right ear,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
6453,finger toe pain,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
16731,right dvt,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
14830,r arm rash,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
881,alcohol intoxication anxiety,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
14896,r clavicle pain,0,1,0,1,0,2,0.5,2,2,True,high,3,50.0
6458,fingernail injury,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
19382,suspected alcohol intoxication intoxication,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
1077,amenorrhea,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
10962,left sided tremors,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
15467,r o chf,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
11751,lump on back,0,1,0,0,1,2,0.5,2,2,True,high,3,50.0
19250,sudden weakness,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
645,abnormal uss,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
5879,fall off ladder,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
14642,pulled trach out,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
5882,fall off scooter,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
646,abnormal vq scan,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
8826,ivh,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
12392,nausea diarhea,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
9313,l flank pain nausea,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
12695,neck tightness,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
8062,hydrocephalus transfer,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
11753,lump on chest,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
10836,left pinky laceration,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
17157,right neck,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
19255,suicidal,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
2726,breast cyst,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16432,requesting xray,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
17172,right pain,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
5873,fall lip laceration,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
20483,upper extremity numbness,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
14633,pulled out peg tube,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
5854,fall knee pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
9341,l foot splinter,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
14634,pulled out picc,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
16429,requesting u s,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
16430,requesting valium,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
1265,arm cellulitis,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
17182,right pneumothorax,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
13471,pacer site pain,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
12920,neuro deficits,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
14638,pulled peg tube,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
8197,hypotensive transfer,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
6881,frequent seizures,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
8824,ivda,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
13582,pain lower back,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
17153,right middle finger laceration,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
9312,l flank pain hematuria,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
12859,needs spine,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
2732,breast mass,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
13571,pain left great toe,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
9291,l finger fracture,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
16448,requests meds,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
20510,upset,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
8837,j tube fell out,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
8066,hydropneumothorax,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
14664,pulseless left leg,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
1216,aortic hematoma,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
13578,pain left side chest,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16450,requests pregnancy test,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
5942,fast heart rate,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
14976,r eye pressure,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16452,requests rabies vaccine,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
14975,r eye pain swelling,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
12899,nephrostomy tube not draining,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
14668,pulseless right foot,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
17130,right lower extremity redness,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
2730,breast infection,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
14660,pulseless l foot,2,0,0,0,0,2,1.0,1,2,True,high,3,100.0
1222,aortitis,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
19258,suicidal ideation abdominal pain,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
9310,l flank pain abdominal pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16439,requests detox from alcohol intoxication,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
1234,aphasic,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
6867,free air in abdominal,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
13576,pain left leg,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
13472,packing removal,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
11759,lump r axilla,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
6862,fracture wrist,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
5916,fall transfer,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
20918,vomiting syncope,1,0,1,0,0,2,0.5,1,2,True,high,3,50.0
1227,aphagia,1,0,1,0,0,2,0.5,1,2,True,high,3,50.0
12700,necrosis,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
11763,lump under arm,0,0,1,1,0,2,0.0,3,3,False,mode_based,2,0.0
11764,lump under chin,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
5849,fall ich,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
16424,requesting tetanus,0,0,0,1,1,2,0.0,4,4,False,mode_based,1,0.0
5847,fall hit head,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
9380,l groin swelling,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
12462,nausea vomiting confusion,0,2,0,0,0,2,1.0,2,2,True,high,3,100.0
8807,iud removal,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
3031,cant urinate,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
20936,vomitting diarrhea,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
20456,unwitnessed syncope,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
5781,fall arm pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
17246,right sided back flank pain,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
5784,fall at home,1,1,0,0,0,2,1.0,1,2,True,high,3,100.0
5846,fall hip pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
16407,requesting rabies vaccination,0,0,0,2,0,2,0.0,4,4,False,mode_based,1,0.0
14609,ptosis,0,1,1,0,0,2,0.5,2,2,True,high,3,50.0
17241,right sided abdominal flank pain,0,0,2,0,0,2,0.0,3,3,False,mode_based,2,0.0
